Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 78,KY417148.1,Recombinant, 16.620810597204, 20, 0, 10, 10, 10, 8, 18, 8, 8, 7.56675998748234, 1.19617224880383, 0, 1, 10, 2.5, 0, 15,
 78,OQ503501.1,MajorParent, 13.379189402796, 20, 10, 5, 0, 0, 4, 14, 4, 4, 6.84291070601406, 2.58373205741627, 4, 2, 20, 5, 5, 20,
 78,OK017809.1,MinorParent, 0, 0, 10, 0, 5, 0, 0, 0, 0, 0, 5.5903293065036, 0, 2, 0, 0, 0, 0, 0,
 79,OK017832.1,Recombinant, 17.8426482501269, 20, 10, 10, 5, 0, 8, 18, 8, 4, 9.49797857220551, .55045871559633, 2, 1, 20, 2.5, 0, 15,
 79,OK017833.1,MajorParent, 8.22099248219648, 10, 10, 5, 0, 10, 0, 0, 4, 8, 4.92373534909195, .986238532110092, 0, 2, 10, 5, 5, 20,
 79,OK017836.1,MinorParent, 3.93635926767666, 0, 0, 0, 10, 0, 4, 14, 0, 0, 5.57828607870254, 1.51376146788991, 4, 0, 0, 0, 0, 0,
 80,OK017824.1,Recombinant, 18.1705035025453, 20, 10, 10, 10, 0, 8, 18, 8, 8, 7.40219330041025, 3.3256880733945, 0, 2, 20, 5, 5, 0,
 80,JX993987.1,MajorParent, 3.4059011764705, 10, 0, 0, 0, 10, 0, 0, 0, 4, 6.00224674509717, 0, 4, 0, 0, 0, 0, 15,
 80,OK017830.1,MinorParent, 8.42359532098423, 0, 5, 5, 5, 0, 4, 14, 4, 0, 6.59555995449258, 3.0045871559633, 2, 1, 10, 2.5, 5, 20,
 83,OK017801.1,Recombinant, 17.2595035534872, 20, 10, 10, 0, 10, 0, 0, 8, 8, 6.24027074603726, 4.70319634703196, 4, 0, 20, 0, 0, 20,
 83,OQ503499.1,MajorParent, 5.69851560765983, 10, 5, 0, 0, 0, 0, 0, 0, 4, 6.63285272268291, 1.36986301369863, 0, 1, 10, 5, 5, 0,
 83,KY417150.1,MinorParent, 7.04198083885293, 0, 0, 5, 0, 0, 0, 0, 4, 0, 7.12687653127983, 0, 2, 2, 0, 2.5, 5, 15,
 85,KC881005.1,Recombinant, 16.3848834058779, 20, 10, 10, 5, 10, 0, 0, 8, 4, 8.30656656966116, 2.42009132420091, 4, 2, 20, 5, 0, 15,
 85,OQ503501.1,MajorParent, 10.0854710038294, 0, 10, 0, 10, 0, 8, 18, 4, 8, 5.86753068886824, 1.9634703196347, 0, 1, 10, 2.5, 0, 20,
 85,KY417146.1,MinorParent, 3.52964559029267, 10, 0, 5, 0, 0, 4, 14, 0, 0, 5.8259027414706, .159817351598174, 2, 0, 0, 0, 0, 0,
 86,DQ412043.1,Recombinant, 19.0280825101414, 20, 5, 10, 10, 10, 8, 18, 8, 8, 9.84850832817062, .272727272727273, 2, 1, 20, 0, 0, 15,
 86,DQ648857.1,MajorParent, 10.1158230941347, 20, 10, 5, 5, 0, 4, 14, 4, 4, 6.03530956235844, .272727272727273, 0, 0, 20, 2.5, 0, 20,
 86,DQ412042.1,MinorParent, .856094395723917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11618210947095, 0, 4, 2, 0, 5, 0, 0,
 87,OK017819.1,Recombinant, 20.601621086243, 20, 10, 10, 10, 0, 8, 18, 8, 8, 8.27447159723521, 2.05882352941176, 4, 2, 20, 5, 0, 20,
 87,OM240725.1,MajorParent, 5.52784140123123, 0, 5, 0, 5, 0, 4, 14, 0, 4, 6.21412472352302, 1.65158371040724, 0, 0, 0, 2.5, 0, 15,
 87,OQ503495.1,MinorParent, 3.87053751252581, 10, 0, 5, 0, 10, 0, 0, 4, 0, 5.51140367924177, 1.83257918552036, 2, 1, 10, 0, 0, 0,
 88,OQ503499.1,Recombinant, 22.0844945113267, 20, 0, 5, 10, 10, 8, 18, 4, 4, 8.66937935253333, 1.7687074829932, 4, 2, 20, 5, 5, 20,
 88,OK017802.1,MajorParent, 1.39532113655571, 10, 10, 0, 0, 0, 0, 0, 0, 8, 6.10442078568829, 1.04308390022676, 0, 0, 0, 2.5, 0, 0,
 88,DQ071615.1,MinorParent, 6.52018435211764, 0, 5, 10, 5, 0, 4, 14, 8, 0, 5.22619986177838, 1.54195011337868, 2, 1, 10, 0, 0, 15,
 90,OK287355.1,Recombinant, 13.625636907139, 20, 10, 10, 0, 0, 4, 14, 8, 0, 7.65491203007614, 0, 4, 2, 10, 5, 5, 15,
 90,MN908947.3,MajorParent, 5.97504620944556, 0, 0, 0, 10, 0, 8, 18, 0, 4, 5.6259242004104, .520361990950226, 0, 0, 0, 0, 0, 20,
 90,MG772934.1,MinorParent, 10.3993168834155, 20, 10, 5, 5, 10, 0, 0, 4, 8, 6.71916376951347, 0, 2, 1, 20, 2.5, 5, 0,
 91,KY417150.1,Recombinant, 12.2706114702399, 20, 1, 5, 5, 0, 4, 14, 4, 4, 7.32042107015622, .248306997742664, 0, 2, 20, 2.5, 0, 15,
 91,OK017858.1,MajorParent, 5.66653440912656, 0, 1, 0, 0, 0, 0, 0, 0, 8, 6.87094152837551, 0, 4, 0, 0, 5, 5, 20,
 91,OP963575.1,MinorParent, 12.0628541206336, 10, 1, 10, 10, 10, 8, 18, 8, 0, 5.80863740146827, 0, 0, 1, 20, 0, 0, 0,
 92,MK211376.1,Recombinant, 10.7773216485922, 20, 10, 0, 0, 0, 4, 14, 0, 4, 6.8162728098536, 0, 2, 1, 20, 5, 5, 0,
 92,KY417150.1,MajorParent, 8.68614700812082, 0, 0, 10, 10, 0, 0, 0, 8, 8, 7.03055395628535, .90293453724605, 0, 0, 0, 0, 0, 20,
 92,KY417151.1,MinorParent, 10.5365313432869, 10, 5, 5, 5, 0, 8, 18, 4, 0, 6.15317323386105, 0, 4, 2, 10, 2.5, 5, 15,
 93,OP963575.1,Recombinant, 15.9554785468312, 20, 1, 10, 10, 10, 8, 18, 8, 0, 7.05324366332978, .178173719376392, 4, 1, 20, 0, 0, 20,
 93,OK017847.1,MajorParent, 2.50920959078271, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5.55764342060684, 0, 4, 0, 0, 2.5, 0, 15,
 93,AY394995.1,MinorParent, 11.5353118623861, 20, 1, 5, 5, 0, 4, 14, 4, 8, 7.38911291606338, 1.38084632516704, 4, 2, 20, 5, 0, 0,
 94,OP963575.1,Recombinant, 16.532418600925, 20, 10, 5, 0, 10, 0, 0, 4, 8, 7.55650151803207, 2.82850779510022, 2, 2, 10, 5, 5, 20,
 94,KY417145.1,MajorParent, 12.9012568605212, 20, 10, 10, 0, 0, 0, 0, 8, 4, 6.52591373885877, .913140311804009, 0, 1, 20, 2.5, 0, 15,
 94,DQ071615.1,MinorParent, .566324538553839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91758474310917, 0, 4, 0, 0, 0, 0, 0,
 95,OP963575.1,Recombinant, 14.2534151389397, 20, 10, 10, 0, 5, 0, 0, 8, 0, 9.12239133616693, 0, 4, 2, 20, 2.5, 5, 15,
 95,MZ081377.1,MajorParent, 6.85836203370737, 0, 0, 5, 5, 5, 8, 18, 4, 4, 5.06959877771028, 0, 0, 1, 0, 0, 0, 20,
 95,KY417145.1,MinorParent, 8.88822282735297, 10, 5, 0, 10, 5, 4, 14, 0, 8, 5.80800988612279, 1.2, 4, 0, 10, 5, 5, 0,
 96,OK017824.1,Recombinant, 17.3475180396229, 20, 1, 5, 10, 0, 8, 18, 4, 8, 7.29078284670033, 0, 2, 1, 20, 2.5, 5, 15,
 96,OK017808.1,MajorParent, 4.68686816517386, 0, 1, 0, 0, 5, 0, 0, 0, 4, 6.01009644527125, 0, 0, 0, 10, 0, 0, 20,
 96,KU973692.1,MinorParent, 7.96561379520325, 0, 1, 10, 5, 0, 4, 14, 8, 0, 6.69912070802842, 0, 4, 2, 0, 5, 5, 0,
 97,KU973692.1,Recombinant, 17.268480547699, 20, 10, 10, 5, 5, 8, 18, 8, 4, 6.9093178329944, 0, 2, 2, 20, 5, 5, 20,
 97,KF569996.1,MajorParent, 6.34858183687819, 10, 0, 5, 0, 5, 0, 0, 4, 0, 6.11239656275272, 0, 4, 1, 20, 2.5, 0, 15,
 97,OR233326.1,MinorParent, 6.38293761542281, 0, 5, 0, 10, 5, 4, 14, 0, 8, 6.97828560425288, .52863436123348, 0, 0, 0, 0, 0, 0,
 98,KU973692.1,Recombinant, 18.7327879151201, 20, 10, 10, 10, 10, 8, 18, 8, 4, 7.48124184952299, .109649122807018, 2, 2, 20, 5, 5, 20,
 98,KP886809.1,MajorParent, 10.6664614799556, 20, 10, 5, 5, 0, 4, 14, 4, 8, 6.81976340146803, 0, 0, 1, 20, 0, 0, 15,
 98,OK017835.1,MinorParent, .600750604924255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69899474900899, .263157894736842, 4, 0, 0, 2.5, 0, 0,
 99,MZ081379.1,Recombinant, 14.6247788166023, 20, 1, 10, 10, 5, 0, 0, 8, 0, 8.1791450713317, .612691466083151, 0, 2, 20, 5, 5, 20,
 99,MZ081382.1,MajorParent, 4.77164313865519, 0, 1, 5, 0, 5, 4, 14, 4, 8, 5.41013720286858, .153172866520788, 4, 0, 0, 0, 0, 0,
 99,OQ503506.1,MinorParent, 10.6035780447425, 10, 1, 0, 5, 5, 8, 18, 0, 4, 6.41071772579971, .393873085339168, 0, 1, 10, 2.5, 5, 15,
 101,JX993988.1,Recombinant, 11.8728127190218, 0, 0, 10, 10, 5, 8, 18, 8, 8, 7.28112189062538, 0, 0, 2, 0, 2.5, 0, 0,
 101,MZ081379.1,MajorParent, 10.4181671744127, 10, 10, 5, 5, 5, 4, 0, 4, 4, 6.84076875478813, 1.2636165577342, 0, 1, 20, 5, 0, 15,
 101,OQ503506.1,MinorParent, 7.70902010656555, 20, 10, 0, 0, 5, 0, 14, 0, 0, 5.8781093545865, 0, 4, 0, 0, 0, 0, 20,
 103,MZ937002.1,Recombinant, 22.1623091710135, 20, 10, 10, 10, 10, 8, 18, 8, 8, 9.10974725680015, .652173913043478, 4, 2, 20, 5, 5, 15,
 103,MZ081381.1,MajorParent, 4.54931820528317, 10, 0, 0, 5, 0, 4, 14, 0, 4, 5.22489798890739, 0, 0, 1, 10, 2.5, 0, 0,
 103,MT121216.1,MinorParent, 3.28837262370336, 0, 0, 5, 0, 0, 0, 0, 4, 0, 5.66535475429245, 0, 2, 0, 0, 0, 0, 20,
 104,OK017852.1,Recombinant, 18.3958314177403, 20, 10, 5, 10, 10, 8, 18, 4, 8, 7.27106069629764, 2.33261339092873, 4, 2, 20, 5, 5, 20,
 104,KY417146.1,MajorParent, 11.6041685822597, 10, 10, 10, 5, 0, 4, 14, 8, 4, 7.23255072298817, .367170626349892, 0, 1, 10, 2.5, 0, 15,
 104,GQ153542.1,MinorParent, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49638858071419, 0, 2, 0, 0, 0, 0, 0,
 105,KP886809.1,Recombinant, 16.4559319059306, 20, 10, 10, 10, 5, 8, 18, 8, 4, 6.71886089169083, 0, 0, 1, 20, 0, 0, 15,
 105,OK017856.1,MajorParent, 13.5440680940694, 10, 10, 5, 5, 5, 0, 0, 4, 8, 6.98822779200231, 2.10300429184549, 4, 2, 10, 5, 5, 20,
 105,KF294457.1,MinorParent, 0, 0, 0, 0, 0, 5, 4, 14, 0, 0, 6.29291131630686, .729613733905579, 2, 0, 0, 2.5, 0, 0,
 108,JX993987.1,Recombinant, 13.730847791733, 10, 0, 10, 5, 0, 8, 18, 8, 8, 7.65657971804569, 0, 0, 2, 10, 5, 0, 0,
 108,OK017844.1,MajorParent, 4.31971817816407, 0, 10, 0, 0, 10, 0, 0, 0, 4, 6.06509253805929, .873180873180873, 2, 0, 0, 2.5, 0, 15,
 108,KY770860.1,MinorParent, 11.9494340301029, 20, 10, 5, 10, 0, 4, 14, 4, 0, 6.27832774389502, .831600831600832, 4, 1, 20, 0, 0, 20,
 109,DQ412042.1,Recombinant, 22.7662283723099, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.25470356048493, 0, 4, 2, 20, 5, 0, 20,
 109,KJ473812.1,MajorParent, 2.14992614114933, 0, 5, 0, 0, 0, 0, 0, 0, 4, 5.7550344267653, 0, 0, 1, 10, 2.5, 0, 0,
 109,DQ412043.1,MinorParent, 5.08384548654081, 0, 0, 5, 5, 0, 4, 14, 4, 0, 5.99026201274976, 0, 2, 0, 0, 0, 0, 15,
 110,KP886808.1,Recombinant, 15.4972031548527, 20, 10, 5, 0, 5, 4, 14, 4, 0, 7.93199637486263, 2.0703933747412, 4, 2, 20, 5, 0, 20,
 110,OK017835.1,MajorParent, 3.68636634164769, 0, 0, 10, 5, 5, 0, 0, 8, 4, 5.21328305051577, 0, 0, 0, 0, 2.5, 0, 0,
 110,KY938558.1,MinorParent, 10.8164305034996, 10, 5, 0, 10, 5, 8, 18, 0, 8, 6.8547205746216, 1.82194616977226, 0, 1, 10, 0, 0, 15,
 111,OK017806.1,Recombinant, 20.8029601069544, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.48584517471631, 0, 2, 2, 20, 5, 0, 20,
 111,RacCS20637,MajorParent, 6.32143366235769, 0, 10, 5, 5, 5, 4, 14, 4, 4, 5.93041305822867, .185567010309278, 0, 0, 0, 2.5, 0, 15,
 111,MG772934.1,MinorParent, 2.87560623068786, 10, 0, 0, 0, 5, 0, 0, 0, 0, 6.58374176705502, 0, 4, 1, 0, 0, 0, 0,
 112,MT121216.1,Recombinant, 11.0316195185747, 20, 10, 10, 0, 5, 0, 0, 8, 4, 6.42851307777339, 8.23045267489712E-02, 0, 2, 20, 0, 0, 20,
 112,OK017806.1,MajorParent, 10.1679920729272, 0, 0, 0, 10, 5, 8, 18, 0, 8, 8.00058012945492, .164609053497942, 4, 0, 0, 5, 5, 15,
 112,MW251308.1,MinorParent, 8.80038840849817, 20, 10, 5, 5, 5, 4, 14, 4, 0, 5.57090679277169, 0, 0, 1, 20, 2.5, 5, 0,
 114,OK017832.1,Recombinant, 15.2142334614498, 20, 10, 5, 0, 10, 4, 14, 4, 8, 7.56729194134841, .245901639344262, 0, 2, 20, 5, 0, 20,
 114,OK017833.1,MajorParent, 11.5675326771514, 0, 10, 10, 10, 0, 8, 18, 8, 4, 6.62214512452141, .717213114754098, 2, 1, 10, 2.5, 0, 0,
 114,GQ153547.1,MinorParent, 3.21823386139878, 10, 0, 0, 5, 0, 0, 0, 0, 0, 5.81056293413018, .184426229508197, 4, 0, 0, 0, 0, 15,
 115,OK017825.1,Recombinant, 24.506204512198, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.81613870531123, .81799591002045, 4, 2, 20, 2.5, 0, 20,
 115,OQ503495.1,MajorParent, .525735957182098, 0, 0, 5, 5, 0, 0, 0, 4, 4, 5.89810666774655, 0, 0, 1, 0, 5, 5, 15,
 115,MK211376.1,MinorParent, 4.96805953061992, 10, 10, 0, 0, 0, 4, 14, 0, 0, 6.28575462694222, 0, 2, 0, 0, 0, 0, 0,
 116,OK287354.1,Recombinant, 26.6318743212564, 20, 10, 10, 10, 0, 8, 18, 4, 8, 6.76212758406687, 3.01619433198381, 4, 2, 20, 5, 5, 20,
 116,OK017827.1,MajorParent, 0, 0, 0, 0, 5, 10, 0, 0, 0, 4, 6.95551508544255, 0, 0, 1, 0, 2.5, 0, 0,
 116,KF569996.1,MinorParent, 3.36812567874357, 0, 0, 5, 0, 0, 4, 14, 8, 0, 6.28235733049058, 0, 2, 0, 0, 0, 0, 15,
 117,OQ503500.1,Recombinant, 11.2899176228029, 20, 10, 0, 0, 10, 0, 0, 0, 8, 5.11927561998507, 0, 4, 0, 20, 5, 5, 20,
 117,KY417148.1,MajorParent, 9.10699482861083, 10, 0, 5, 10, 0, 4, 14, 4, 4, 8.0073273961405, .120481927710843, 0, 2, 10, 2.5, 0, 0,
 117,KJ473816.1,MinorParent, 9.60308754858623, 0, 5, 10, 5, 0, 8, 18, 8, 0, 6.87339698387442, 0, 2, 1, 0, 0, 0, 15,
 119,KY417151.1,Recombinant, 15.333808623159, 20, 1, 10, 10, 5, 4, 14, 8, 0, 6.80188157535552, .862745098039216, 4, 1, 20, 2.5, 5, 15,
 119,KY417144.1,MajorParent, 0, 0, 1, 0, 0, 5, 0, 0, 0, 4, 6.63046122098913, .607843137254902, 0, 0, 0, 0, 0, 0,
 119,KY417152.1,MinorParent, 14.666191376841, 20, 1, 5, 5, 5, 8, 18, 4, 8, 6.56765720365534, .764705882352941, 2, 2, 20, 5, 5, 20,
 120,OR233303.1,Recombinant, 15.9275722363272, 20, 1, 10, 10, 5, 8, 18, 8, 0, 6.81945357144198, .978473581213307, 4, 1, 20, 2.5, 0, 15,
 120,KY417151.1,MajorParent, 8.88705660694603, 0, 1, 5, 0, 5, 0, 0, 4, 8, 7.68480066165986, 1.52641878669276, 4, 2, 0, 5, 5, 20,
 120,OK017808.1,MinorParent, 5.1853711567268, 0, 1, 0, 5, 5, 4, 14, 0, 4, 5.49574576689815, 0, 0, 0, 20, 0, 0, 0,
 121,OK017830.1,Recombinant, 16.4515033217521, 20, 10, 10, 0, 0, 4, 14, 8, 0, 8.51508983461584, 2.16796875, 2, 2, 20, 2.5, 0, 20,
 121,OK017828.1,MajorParent, 8.15828573274669, 0, 0, 5, 10, 10, 0, 0, 4, 8, 5.36774303221442, 0, 4, 1, 10, 5, 5, 15,
 121,OR233297.1,MinorParent, 5.3902109455012, 0, 5, 0, 5, 0, 8, 18, 0, 4, 6.11716713316974, .9375, 0, 0, 0, 0, 0, 0,
 124,OK017801.1,Recombinant, 17.1838092181289, 20, 0, 5, 0, 10, 8, 14, 4, 8, 8.00756817307285, 1.40350877192982, 4, 2, 20, 5, 5, 20,
 124,OK017802.1,MajorParent, 4.1856929983828, 0, 10, 0, 5, 0, 0, 0, 0, 4, 6.07763043277682, .916179337231969, 2, 0, 0, 2.5, 0, 15,
 124,DQ071615.1,MinorParent, 8.63049778348829, 10, 0, 10, 10, 0, 4, 18, 8, 0, 5.91480139415033, 1.40350877192982, 0, 1, 10, 0, 0, 0,
 128,OK017836.1,Recombinant, 19.8967403572181, 20, 1, 5, 0, 10, 8, 18, 4, 8, 7.36097169713692, 1.59223300970874, 4, 2, 20, 5, 5, 20,
 128,OK017802.1,MajorParent, 5.52189824969433, 0, 1, 0, 5, 0, 4, 14, 0, 4, 6.49787518462161, .893203883495146, 0, 0, 0, 2.5, 0, 15,
 128,DQ071615.1,MinorParent, 4.58136139308759, 10, 1, 10, 10, 0, 0, 0, 8, 0, 6.14115311824146, 1.37864077669903, 2, 1, 0, 0, 0, 0,
 130,OK287355.1,Recombinant, 12.9422703240912, 0, 1, 0, 10, 5, 8, 18, 0, 8, 8.67627434660122, 0, 4, 1, 0, 5, 5, 15,
 130,OK017805.1,MajorParent, 8.85166046977289, 0, 1, 10, 0, 5, 4, 14, 8, 4, 5.74708445950522, 0, 4, 2, 0, 0, 0, 20,
 130,RacCS20637,MinorParent, 8.20606920613589, 20, 1, 5, 5, 5, 0, 0, 4, 0, 5.57664119389355, 0, 4, 0, 20, 2.5, 5, 0,
 131,OQ503495.1,Recombinant, 19.3007576787274, 20, 10, 10, 10, 10, 4, 14, 8, 8, 7.61948338553733, 1.76356589147287, 4, 1, 20, 2.5, 0, 20,
 131,OK017842.1,MajorParent, 3.8095825928364, 10, 10, 0, 5, 0, 0, 0, 0, 4, 5.30219374942887, .949612403100775, 0, 0, 10, 0, 0, 0,
 131,MK211374.1,MinorParent, 6.88965972843623, 0, 0, 5, 0, 0, 8, 18, 4, 0, 7.0783228650338, 0, 2, 2, 0, 5, 0, 15,
 134,OP963575.1,Recombinant, 17.3011136569629, 20, 10, 10, 0, 0, 8, 18, 8, 8, 8.44149304644536, .988372093023256, 2, 2, 20, 5, 0, 15,
 134,OR233326.1,MajorParent, 9.29151235860681, 20, 10, 0, 10, 0, 4, 14, 0, 4, 5.29470437087046, .271317829457364, 0, 0, 20, 2.5, 0, 20,
 134,OQ503506.1,MinorParent, 3.40737398443025, 0, 0, 5, 5, 10, 0, 0, 4, 0, 6.26380258268418, 1.93798449612403E-02, 4, 1, 0, 0, 0, 0,
 135,KP886809.1,Recombinant, 23.0792993627412, 20, 10, 10, 0, 10, 0, 0, 8, 0, 8.3208014844555, 1.04651162790698, 4, 2, 20, 0, 0, 20,
 135,OK017838.1,MajorParent, 3.47086635538999, 0, 0, 5, 0, 0, 0, 0, 4, 4, 5.14761272723475, .910852713178295, 0, 1, 10, 5, 5, 15,
 135,OK287354.1,MinorParent, 3.44983428186884, 10, 5, 0, 0, 0, 0, 0, 0, 8, 6.53158578830975, .135658914728682, 2, 0, 0, 2.5, 0, 0,
 136,KY417143.1,Recombinant, 12.8293166372116, 10, 10, 5, 10, 10, 4, 14, 0, 0, 6.21756386769762, 0, 4, 2, 20, 5, 5, 15,
 136,KY417148.1,MajorParent, 6.84000635825726, 0, 0, 0, 5, 0, 8, 18, 4, 8, 6.42606453631121, 0, 0, 0, 0, 0, 0, 20,
 136,OQ503502.1,MinorParent, 10.3306770045311, 20, 10, 10, 0, 0, 0, 0, 8, 4, 7.35637159599117, 0, 2, 1, 20, 2.5, 5, 0,
 137,KP886808.1,Recombinant, 22.89297522829, 20, 10, 10, 0, 10, 0, 0, 8, 0, 8.29291334273343, 1.16279069767442, 4, 1, 20, 0, 0, 20,
 137,OK017838.1,MajorParent, 3.65449723444543, 0, 0, 5, 0, 0, 0, 0, 4, 4, 5.16064307669064, .910852713178295, 0, 2, 10, 5, 5, 15,
 137,OK287354.1,MinorParent, 3.45252753726452, 10, 5, 0, 0, 0, 0, 0, 0, 8, 6.54644358057593, .174418604651163, 2, 0, 0, 2.5, 0, 0,
 138,OK017829.1,Recombinant, 15.6130611868874, 20, 0, 10, 5, 5, 8, 18, 8, 4, 6.87039418242571, .386847195357834, 0, 1, 20, 0, 0, 15,
 138,KF569996.1,MajorParent, 12.3140289651974, 0, 10, 5, 10, 5, 4, 14, 4, 8, 6.93505583588769, .599613152804642, 4, 2, 0, 5, 5, 20,
 138,OK017808.1,MinorParent, 2.07290984791519, 10, 0, 0, 0, 5, 0, 0, 0, 0, 6.1945499816866, .212765957446809, 2, 0, 10, 2.5, 0, 0,
 140,MZ081377.1,Recombinant, 15.815467101283, 20, 10, 10, 10, 0, 4, 14, 8, 8, 6.84245817930585, 0, 2, 1, 20, 2.5, 0, 20,
 140,MZ081382.1,MajorParent, 12.329251154426, 20, 10, 0, 0, 10, 8, 18, 0, 4, 6.4711503718498, 1.19460500963391, 4, 2, 20, 5, 5, 15,
 140,OR233295.1,MinorParent, 1.85528174429097, 0, 0, 5, 5, 0, 0, 0, 4, 0, 6.68639144884435, 0, 0, 0, 0, 0, 0, 0,
 141,MZ081377.1,Recombinant, 11.0624868990826, 20, 10, 5, 10, 0, 4, 18, 4, 4, 6.73423853211009, 0, 0, 1, 20, 2.5, 0, 0,
 141,KF569996.1,MajorParent, 9.56237826684142, 0, 0, 10, 5, 10, 8, 14, 8, 8, 5.60810694626474, .308880308880309, 4, 2, 0, 5, 5, 20,
 141,MZ081379.1,MinorParent, 9.37513483407602, 20, 10, 0, 0, 0, 0, 0, 0, 0, 7.65765452162516, 0, 0, 0, 20, 0, 0, 15,
 142,MZ081379.1,Recombinant, 15.4243072377885, 20, 10, 10, 10, 5, 4, 14, 8, 4, 8.9810257013423, 0, 2, 1, 20, 0, 0, 15,
 142,MZ081377.1,MajorParent, 10.1619370526477, 20, 10, 5, 0, 5, 0, 0, 0, 8, 5.80559813702223, 1.40655105973025, 0, 2, 20, 2.5, 0, 20,
 142,KY417144.1,MinorParent, 4.41375570956372, 0, 0, 0, 5, 5, 8, 18, 4, 0, 5.21337616163547, 0, 4, 0, 0, 5, 0, 0,
 143,MZ081379.1,Recombinant, 19.1969136826774, 20, 10, 10, 5, 10, 8, 18, 8, 8, 8.08528171710131, 0, 2, 2, 20, 2.5, 5, 15,
 143,JX993988.1,MajorParent, 10.8030863173226, 10, 10, 5, 0, 0, 4, 14, 4, 4, 7.08450840998944, .422264875239923, 0, 0, 10, 0, 0, 20,
 143,OK017856.1,MinorParent, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4.83020987290924, 0, 4, 1, 0, 5, 5, 0,
 144,OK017837.1,Recombinant, 18.8416038328879, 20, 0, 10, 10, 10, 8, 18, 8, 8, 8.36441734766236, 0, 4, 2, 10, 5, 5, 20,
 144,KF294457.1,MajorParent, 6.76292043987117, 20, 10, 0, 5, 0, 4, 14, 0, 4, 5.66086971785391, .957854406130268, 0, 0, 20, 0, 0, 0,
 144,DQ648857.1,MinorParent, 4.39547572724096, 0, 10, 5, 0, 0, 0, 0, 4, 0, 5.97471293448372, 0, 2, 1, 0, 2.5, 5, 15,
 145,KY417147.1,Recombinant, 12.6232990726237, 10, 0, 0, 10, 10, 4, 14, 4, 8, 7.29542015696534, 0, 4, 0, 0, 0, 0, 15,
 145,KY417148.1,MajorParent, 12.0141723701329, 20, 5, 10, 0, 0, 8, 18, 8, 4, 6.92495306333882, 0, 0, 1, 0, 5, 5, 20,
 145,FJ588686.1,MinorParent, 5.36252855724339, 0, 10, 5, 5, 0, 0, 0, 0, 0, 5.77962677969584, 0, 2, 2, 20, 2.5, 0, 0,
 146,OK017804.1,Recombinant, 17.7122000940309, 20, 0, 10, 10, 5, 8, 18, 8, 8, 5.63493100142926, 0, 4, 2, 20, 5, 5, 20,
 146,OP963576.1,MajorParent, 5.52557141319923, 10, 0, 0, 0, 5, 4, 14, 0, 4, 6.84733555057182, 0, 0, 0, 10, 0, 0, 0,
 146,MZ937003.1,MinorParent, 6.76222849276985, 0, 10, 5, 5, 5, 0, 0, 4, 0, 7.51773344799892, 3.82409177820268E-02, 2, 1, 0, 2.5, 0, 15,
 150,OK017806.1,Recombinant, 15.9456850274012, 20, 10, 10, 5, 10, 4, 14, 8, 4, 7.60088570209612, 0, 0, 1, 20, 2.5, 0, 15,
 150,OR233302.1,MajorParent, 12.5187301583199, 0, 10, 5, 10, 0, 8, 18, 0, 8, 5.40343914916513, 0, 4, 2, 20, 5, 5, 20,
 150,MW703458.1,MinorParent, 1.53558481427892, 0, 0, 0, 0, 0, 0, 0, 4, 0, 6.99567514873875, 0, 0, 0, 0, 0, 0, 0,
 152,OQ503501.1,Recombinant, 15.2659777216311, 0, 10, 10, 5, 0, 8, 18, 4, 8, 7.21029392508766, 0, 4, 2, 20, 5, 5, 20,
 152,OQ503500.1,MajorParent, 5.31356218280847, 0, 0, 0, 0, 10, 0, 0, 0, 4, 6.65045019097834, 0, 0, 1, 0, 2.5, 0, 15,
 152,KY417152.1,MinorParent, 9.42046009556043, 20, 10, 5, 10, 0, 4, 14, 8, 0, 6.139255883934, 0, 0, 0, 20, 0, 0, 0,
 153,OK017812.1,Recombinant, 20.0272880071754, 20, 10, 10, 0, 10, 8, 18, 8, 8, 6.59848180305467, 0, 4, 2, 20, 5, 5, 20,
 153,OK017815.1,MajorParent, 7.49875826674205, 0, 0, 0, 10, 0, 4, 14, 0, 4, 6.86293449184354, 0, 4, 0, 0, 0, 0, 15,
 153,OQ503495.1,MinorParent, 2.47395372608252, 0, 5, 5, 5, 0, 0, 0, 4, 0, 6.53858370510178, 0, 0, 1, 0, 2.5, 0, 0,
 154,MW251308.1,Recombinant, 17.4946563004762, 10, 1, 10, 10, 0, 8, 18, 8, 8, 7.90765724951576, 0, 4, 1, 10, 5, 0, 15,
